newbalance327,black,109000,10,0,240,10,250,10,260,10,270,10,280,10
newbalance327,navy,109000,10,0,240,10,250,10,260,10,270,10,280,10
newbalance327,grey,109000,0,0,240,10,250,10,260,10,270,10,280,10
newbalance327,orange,109000,25,0,240,10,250,10,260,30,270,10,280,10
newbalance327,green,109000,0,0,240,10,250,10,260,10,270,10,280,10
newbalance327,white,109000,0,0,240,10,250,10,260,10,270,10,280,10
newbalance992,black,109000,0,0,240,10,250,10,260,10,270,10,280,10
newbalance992,navy,109000,0,0,240,10,250,10,260,10,270,10,280,10
newbalance992,grey,109000,0,0,240,10,250,10,260,10,270,10,280,10
newbalance992,orange,109000,36,0,240,10,250,10,260,10,270,10,280,10
newbalance992,green,109000,0,0,240,10,250,10,260,10,270,10,280,10
newbalance992,white,109000,30,0,240,10,250,10,260,10,270,10,280,10
newbalance574,black,109000,30,0,240,10,250,10,260,10,270,10,280,10
newbalance574,navy,109000,30,0,240,10,250,10,260,10,270,10,280,10
newbalance574,grey,109000,0,0,240,10,250,10,260,10,270,10,280,10
newbalance574,orange,109000,70,0,240,10,250,10,260,10,270,10,280,10
newbalance574,green,109000,55,0,240,10,250,10,260,10,270,10,280,10
newbalance574,white,109000,40,0,240,10,250,10,260,10,270,10,280,10
newbalance878,black,109000,0,0,240,10,250,10,260,10,270,10,280,10
newbalance878,navy,109000,0,0,240,10,250,10,260,10,270,10,280,10
newbalance878,grey,109000,0,0,240,10,250,10,260,10,270,10,280,10
newbalance878,orange,109000,32,0,240,10,250,10,260,10,270,10,280,10
newbalance878,green,109000,32,0,240,10,250,10,260,10,270,10,280,10
newbalance878,white,109000,10,0,240,10,250,10,260,10,270,10,280,10
newbalance2002,black,109000,0,0,240,10,250,10,260,10,270,10,280,10
newbalance2002,navy,109000,0,0,240,10,250,10,260,10,270,10,280,10
newbalance2002,grey,109000,0,0,240,10,250,10,260,10,270,10,280,10
newbalance2002,orange,109000,20,0,240,10,250,10,260,10,270,10,280,10
newbalance2002,green,109000,0,0,240,10,250,10,260,10,270,10,280,10
newbalance2002,white,109000,0,0,240,10,250,10,260,10,270,10,280,10
